X1_ActualPosition,X1_ActualVelocity,X1_ActualAcceleration,X1_CommandPosition,X1_CommandVelocity,X1_CommandAcceleration,X1_CurrentFeedback,X1_DCBusVoltage,X1_OutputCurrent,X1_OutputVoltage,X1_OutputPower,Y1_ActualPosition,Y1_ActualVelocity,Y1_ActualAcceleration,Y1_CommandPosition,Y1_CommandVelocity,Y1_CommandAcceleration,Y1_CurrentFeedback,Y1_DCBusVoltage,Y1_OutputCurrent,Y1_OutputVoltage,Y1_OutputPower,Z1_ActualPosition,Z1_ActualVelocity,Z1_ActualAcceleration,Z1_CommandPosition,Z1_CommandVelocity,Z1_CommandAcceleration,Z1_CurrentFeedback,Z1_DCBusVoltage,Z1_OutputCurrent,Z1_OutputVoltage,S1_ActualPosition,S1_ActualVelocity,S1_ActualAcceleration,S1_CommandPosition,S1_CommandVelocity,S1_CommandAcceleration,S1_CurrentFeedback,S1_DCBusVoltage,S1_OutputCurrent,S1_OutputVoltage,S1_OutputPower,S1_SystemInertia,M1_CURRENT_PROGRAM_NUMBER,M1_sequence_number,M1_CURRENT_FEEDRATE,Machining_Process,Experiement_Date
141,-0.05,-37.5,141,0,0,-2.45,0.0612,326,3,5.70E-05,77.8,0.025,18.8,77.8,0,0,2,0.0224,325,0.694,1.22E-05,53.5,0.225,-125,53.5,0,0,0,0,0,0,-366,53.3,-15.1,-365,53.3,0,19.9,1.03,318,117,0.199,12,1,90,50,Layer 1 Up,15/01/2024
142,37.5,862,143,44.3,783,19.1,0.348,322,60.9,0.0291,77.3,-19.2,-469,77.2,-22.1,-391,-11.8,0.229,323,33.3,0.00967,53.5,0,0,53.5,0,0,0,0,0,0,-360,53.4,7.06,-360,53.3,0,16.7,0.756,319,119,0.145,12,1,90,50,Layer 1 Up,15/01/2024
147,44.8,0,147,44.7,9.54E-05,9.22,0.17,324,65.9,0.0162,75.1,-22.5,18.8,74.9,-22.4,0,-8.61,0.139,323,35.3,0.0065,53.5,0.025,6.25,53.5,0,0,0,0,0,0,-355,53.3,-0.438,-355,53.3,9.54E-07,26,0.999,318,116,0.193,12,1,94,50,Layer 1 Up,15/01/2024
148,-6.05,-12.5,148,-6,0,-5.35,0.0948,326,13.8,0.0012,72.4,0.05,25,72.4,0,0,-0.818,0.0394,325,4.03,0,29.5,0,0,29.5,0,0,0,0,0,0,1940,53.2,-53.2,1940,53.3,0,23.5,1.08,320,118,0.207,12,1,2,6,Layer 1 Up,15/01/2024
147,-5.82,25,147,-6,0,-7.83,0.116,326,13.4,0.00145,72.4,0.05,25,72.4,0,0,-1.57,0.0322,325,3.4,8.42E-06,29.5,0,0,29.5,0,0,0,0,0,0,1940,53.4,35.8,1940,53.3,-9.54E-07,20.8,0.851,320,119,0.164,12,1,46,6,Layer 1 Up,15/01/2024
147,-5.9,43.8,147,-6,0,-5.85,0.089,326,14.7,0.00111,72.4,0.05,18.8,72.4,0,0,-2.65,0.0342,325,1.92,-4.35E-06,29.5,0,0,29.5,0,0,0,0,0,0,1950,53.3,-43.5,1950,53.3,0,21.2,0.92,321,117,0.178,12,1,46,6,Layer 1 Up,15/01/2024
146,-6.03,25,146,-6,0,-5.06,0.0907,326,14.2,0.00112,72.4,0.05,25,72.4,0,0,-2.65,0.0364,325,1.63,-4.52E-06,29.5,0,0,29.5,0,0,0,0,0,0,1950,53.3,-23.5,1950,53.3,0,20.2,1.02,320,117,0.196,12,1,46,6,Layer 1 Up,15/01/2024
146,-6.07,-37.5,146,-6,0,-4.94,0.0909,326,13.8,0.00111,72.4,0.05,25,72.4,0,0,-2.65,0.0337,325,1.94,0,29.5,0,0,29.5,0,0,0,0,0,0,1960,53.3,-6.19,1960,53.3,0,24.8,0.901,321,120,0.174,12,1,46,6,Layer 1 Up,15/01/2024
145,-5.9,0,145,-6,0,-5.96,0.107,326,14.1,0.00131,72.4,0.05,18.8,72.4,0,0,-2.77,0.0334,325,1.98,-8.97E-06,29.5,0,0,29.5,0,0,0,0,0,0,1960,53.3,-10.1,1960,53.3,0,19.6,0.86,321,117,0.166,12,1,46,6,Layer 1 Up,15/01/2024
144,-5.82,56.3,144,-6,0,-6.56,0.104,326,15.8,0.0013,72.4,0.05,25,72.4,0,0,-2.45,0.0365,325,2.31,-1.46E-05,29.5,0,0,29.5,0,0,0,0,0,0,1970,53.3,13.1,1970,53.3,-9.54E-07,22.3,0.93,320,119,0.179,12,1,46,6,Layer 1 Up,15/01/2024
144,-5.15,319,144,-5.99,0.787,-9.2,0.164,326,16.6,0.00192,72.4,0.15,6.25,72.4,0.371,13.7,0.588,0.0232,325,5.54,5.29E-06,29.5,0,0,29.5,0,0,0,0,0,0,1980,53.3,-28.2,1980,53.3,0,24.7,0.998,320,116,0.194,12,1,46,6,Layer 1 Up,15/01/2024
143,-5.8,68.7,143,-5.75,3.88,-5.02,0.0658,326,12.1,0.000748,72.5,1.67,31.3,72.5,1.72,13.2,2.74,0.0878,324,12.9,0.000318,29.5,0,0,29.5,0,0,0,0,0,0,1980,53.5,35.6,1980,53.3,0,14.3,0.802,320,116,0.154,12,1,46,6,Layer 1 Up,15/01/2024
143,-5.18,75,143,-5.21,6.78,-6,0.0907,326,13.8,0.000939,72.7,3.08,37.5,72.7,2.98,12,6.48,0.13,324,11.9,0.000839,29.5,0,0,29.5,0,0,0,0,0,0,1990,53.2,-53.7,1990,53.3,0,25.6,1.02,320,121,0.196,12,1,46,6,Layer 1 Up,15/01/2024
157,-5.5,-6.25,157,-5.41,-3.95,-5.84,0.0733,326,10.2,0.00084,89.1,2.4,-56.3,89.1,2.6,-8.17,3.88,0.0619,325,8.93,0.000318,29.5,0,0,29.5,0,0,0,0,0,0,753,53.4,5.94,754,53.3,0,16.1,0.887,320,120,0.171,12,1,2,6,Layer 1 Up,15/01/2024
156,-5.47,56.3,156,-5.74,-2.68,-8.35,0.112,326,13.3,0.00127,89.3,1.73,-37.5,89.3,1.75,-8.67,5.91,0.0889,325,9.04,0.000321,29.5,0,0,29.5,0,0,0,0,0,0,759,53.3,-5.38,759,53.3,9.54E-07,22.3,0.832,321,122,0.159,12,1,22,6,Layer 1 Up,15/01/2024
156,-6.03,-31.3,156,-5.94,-1.34,-4.7,0.0906,326,14.5,0.00114,89.5,0.875,-43.8,89.5,0.868,-8.97,4.22,0.0763,325,7.85,0.00012,29.5,0,0,29.5,0,0,0,0,0,0,764,53.3,-1.25,764,53.3,-9.54E-07,21.6,1.02,319,117,0.197,12,1,22,6,Layer 1 Up,15/01/2024
155,-5.8,43.8,155,-0.122,716,-5.51,0.0896,326,13.1,0.00108,89.5,0,-37.5,89.5,7.63E-06,-1.21,6.77,0.111,325,7.07,0,29.5,0,0,29.5,0,0,0,0,0,0,769,53.5,64,770,53.3,0,11.6,0.787,320,116,0.148,12,1,22,6,Layer 1 Up,15/01/2024
155,-6.03,12.5,155,-6,0,-5.51,0.0949,326,13.5,0.0012,89.5,-0.125,-56.3,89.5,0,0,5.12,0.0974,325,7.42,-1.50E-05,29.5,0,0,29.5,0,0,0,0,0,0,775,53.2,-52.6,775,53.3,0,25.6,0.933,321,123,0.178,12,1,22,6,Layer 1 Up,15/01/2024
154,-6,-12.5,154,-6,0,-5.26,0.107,326,15,0.00137,89.5,-0.15,-75,89.5,0,0,5.96,0.0933,325,6.85,-1.48E-05,29.5,0,0,29.5,0,0,0,0,0,0,780,53.3,3.56,780,53.3,0,22.4,0.973,319,117,0.187,12,1,24,6,Layer 1 Up,15/01/2024
154,-6.05,18.8,154,-6,0,-5.52,0.0947,327,13.6,0.00118,89.5,-0.1,-56.3,89.5,0,0,5.95,0.0888,325,6.96,-1.40E-05,29.5,0,0,29.5,0,0,0,0,0,0,786,53.2,-51.9,786,53.3,0,27.7,1.02,321,120,0.196,12,1,24,6,Layer 1 Up,15/01/2024
153,-5.97,43.8,153,-6,0,-4.15,0.0925,326,16,0.00116,89.5,-0.15,-68.7,89.5,0,0,5.67,0.0945,325,6.86,-1.49E-05,29.5,0,0,29.5,0,0,0,0,0,0,791,53.2,-85.3,791,53.3,-9.54E-07,25.1,1.04,321,121,0.199,12,1,24,6,Layer 1 Up,15/01/2024
152,-6.1,-6.25,152,-6,0,-4.31,0.102,326,15.6,0.0012,89.5,-0.15,-75,89.5,0,0,5.66,0.0997,325,6.67,0,29.5,0,0,29.5,0,0,0,0,0,0,796,53.4,50.1,796,53.3,0,17.2,0.885,319,116,0.169,12,1,24,6,Layer 1 Up,15/01/2024
152,-5.97,-31.3,152,-6,0,-6.42,0.114,326,13.7,0.00148,89.5,-0.15,-68.7,89.5,0,0,5.38,0.0968,325,7.4,1.53E-05,29.5,0,0,29.5,0,0,0,0,0,0,801,53.3,0.75,802,53.3,0,18.5,0.837,320,122,0.161,12,1,24,6,Layer 1 Up,15/01/2024
146,4.63,6.25,146,4.82,5.42,6.81,0.117,326,12.6,0.00115,75.3,-3.8,31.3,75.2,-3.57,7.27,-3.31,0.0716,325,10.7,0.000558,28.5,0.05,25,28.5,0,0,0,0,0,0,-1930,53.3,24.6,-1920,53.3,-9.54E-07,23.2,0.893,317,119,0.172,12,1,2,6,Layer 1 Up,15/01/2024
146,5.07,-31.3,146,5.3,4.27,6.19,0.117,326,14.7,0.00128,74.9,-2.78,25,74.9,-2.81,8,-5.88,0.0954,325,8.21,0.000587,28.5,0.025,12.5,28.5,0,0,0,0,0,0,-1920,53.3,-21.1,-1920,53.3,0,25.3,0.992,316,114,0.191,12,1,59,6,Layer 1 Up,15/01/2024
147,5.55,25,147,5.67,3.01,5.39,0.102,326,13.5,0.00125,74.7,-2.1,-6.25,74.7,-1.98,8.56,-7.6,0.131,325,9.22,0.000572,28.5,0.025,12.5,28.5,0,0,0,0,0,0,-1910,53.5,44.4,-1910,53.3,0,15.2,0.796,317,115,0.152,12,1,59,6,Layer 1 Up,15/01/2024
148,5.8,-50,148,5.9,1.69,4.18,0.0807,326,13.2,0.000942,74.5,-1.13,12.5,74.5,-1.1,8.91,-2.48,0.0439,325,3.44,9.69E-05,28.5,0.025,12.5,28.5,0,0,0,0,0,0,-1910,53.2,-49.8,-1910,53.3,0,28.5,1.03,318,118,0.197,12,1,59,6,Layer 1 Up,15/01/2024
148,6.07,18.8,148,6,0.328,3.74,0.0771,326,12.6,0.000991,74.5,-0.3,6.25,74.5,-0.199,9.06,-5.46,0.0967,325,5.59,9.29E-05,28.5,0.025,12.5,28.5,0,0,0,0,0,0,-1900,53.3,-12.3,-1900,53.3,0,24.2,0.943,317,115,0.182,12,1,59,6,Layer 1 Up,15/01/2024
149,5.88,-6.25,149,6,0,6.49,0.104,326,12.3,0.00132,74.5,-0.05,-31.3,74.5,0,0,-4.18,0.0736,325,2.78,3.52E-05,28.5,0.025,12.5,28.5,0,0,0,0,0,0,-1900,53.5,51.2,-1900,53.3,-9.54E-07,18,0.711,318,117,0.135,12,1,59,6,Layer 1 Up,15/01/2024
149,5.95,-18.8,149,6,0,5.35,0.0918,326,12.9,0.00117,74.5,-0.05,-31.3,74.5,0,0,-3.53,0.0733,325,3.55,2.23E-05,28.5,0.05,25,28.5,0,0,0,0,0,0,-1890,53.2,-59.2,-1890,53.3,0,28.6,1.09,317,117,0.207,12,1,61,6,Layer 1 Up,15/01/2024
150,6.13,-18.8,150,6,0,4.14,0.0715,326,11.5,0.000834,74.5,-0.05,-25,74.5,0,0,-3.38,0.072,325,3.29,1.07E-05,28.5,0.05,25,28.5,0,0,0,0,0,0,-1890,53.4,48.1,-1890,53.3,0,15.3,0.895,316,118,0.171,12,1,61,6,Layer 1 Up,15/01/2024
150,6.2,50,150,6,0,3.94,0.0875,326,13.1,0.00105,74.5,-0.05,-31.3,74.5,0,0,-3.69,0.07,325,2.72,1.10E-05,28.5,0.025,6.25,28.5,0,0,0,0,0,0,-1880,53.4,16.7,-1880,53.3,0,20.1,0.771,318,118,0.147,12,1,61,6,Layer 1 Up,15/01/2024
151,5.97,37.5,151,6,0,5.88,0.112,326,14.5,0.00144,74.5,-0.075,-37.5,74.5,0,0,-3.7,0.0687,325,2.68,4.25E-05,28.5,0.05,25,28.5,0,0,0,0,0,0,-1880,53.2,-48.6,-1880,53.3,0,25,1.06,319,117,0.203,12,1,61,6,Layer 1 Up,15/01/2024
152,-6.18,-25,152,-6,0,-3.14,0.0678,326,12.8,0.000822,103,0.1,56.3,103,0,0,2.36,0.0601,325,3.49,1.85E-05,27.5,0.025,12.5,27.5,0,0,0,0,0,0,782,53.3,-48.6,782,53.3,9.54E-07,19.7,0.818,321,119,0.156,12,1,2,6,Layer 1 Up,15/01/2024
152,-6.13,-62.5,151,-6,0,-4.62,0.088,326,12.8,0.00113,103,0.1,50,103,0,0,2.89,0.0597,325,3.03,3.71E-05,27.5,0.025,12.5,27.5,0,0,0,0,0,0,787,53.3,8.5,787,53.3,-9.54E-07,20.2,1.04,321,118,0.201,12,1,118,6,Layer 1 Up,15/01/2024
151,-5.97,-18.8,151,-6,0,-5.79,0.104,326,13.6,0.00131,103,0.125,62.5,103,0,0,3.46,0.0614,325,3.39,1.89E-05,27.5,0.025,6.25,27.5,0,0,0,0,0,0,792,53.4,22.8,793,53.3,0,23.6,0.881,320,117,0.169,12,1,118,6,Layer 1 Up,15/01/2024
150,-6.07,6.25,150,-6,0,-3.87,0.0752,326,13.6,0.000916,103,0.1,50,103,0,0,3.07,0.0583,325,2.6,1.80E-05,27.5,0.05,25,27.5,0,0,0,0,0,0,798,53.3,-34,798,53.3,0,21.5,0.91,321,119,0.175,12,1,118,6,Layer 1 Up,15/01/2024
150,-6.13,-18.8,150,-6,0,-5.34,0.0958,326,13.2,0.00117,103,0.1,50,103,0,0,3.2,0.0603,325,1.92,-1.83E-05,27.5,0.025,12.5,27.5,0,0,0,0,0,0,803,53.4,42.1,803,53.3,0,18.3,0.959,321,119,0.184,12,1,118,6,Layer 1 Up,15/01/2024
149,-6.18,-93.7,149,-6,0,-5.2,0.106,326,14.2,0.00137,103,0.1,50,103,0,0,2.18,0.0588,325,4.19,1.79E-05,27.5,0.025,12.5,27.5,0,0,0,0,0,0,808,53.3,-8.31,809,53.3,9.54E-07,21.8,0.934,320,116,0.181,12,1,118,6,Layer 1 Up,15/01/2024
149,-5.95,-25,148,-6,0,-6.13,0.113,326,14,0.00144,103,0.125,62.5,103,0,0,2.71,0.0618,325,3.02,-9.18E-06,27.5,0.025,12.5,27.5,0,0,0,0,0,0,814,53.4,18.5,814,53.3,-9.54E-07,15.4,0.829,321,118,0.159,12,1,118,6,Layer 1 Up,15/01/2024
148,-5.97,-18.8,148,-5.98,0.672,-5.18,0.106,326,14.4,0.00135,103,-0.425,-25,103,-0.462,-9.05,-1.29,0.0355,325,2.11,3.08E-05,27.5,0.025,12.5,27.5,0,0,0,0,0,0,819,53.4,41.2,819,53.3,0,19.3,0.914,321,122,0.175,12,1,118,6,Layer 1 Up,15/01/2024
147,-5.95,12.5,147,-5.84,2.03,-2.87,0.08,326,15.4,0.000974,103,-1.33,-18.8,103,-1.36,-8.84,-6.76,0.14,325,11.4,0.00043,27.5,0.025,6.25,27.5,0,0,0,0,0,0,824,53.3,-36.3,825,53.3,0,25.5,1.1,321,115,0.213,12,1,118,6,Layer 1 Up,15/01/2024
147,-5.57,-31.3,147,-5.57,3.34,-5.87,0.104,326,13.4,0.00123,103,-2.15,-25,103,-2.22,-8.44,-2.57,0.0495,325,4.92,0.0002,27.5,0.025,12.5,27.5,0,0,0,0,0,0,830,53.4,2.88,830,53.3,0,16.9,0.819,321,120,0.158,12,1,118,6,Layer 1 Up,15/01/2024
146,-5.3,-68.7,146,-5.17,4.57,-5.5,0.102,326,12.9,0.00117,103,-2.97,-37.5,103,-3.04,-7.84,-6.09,0.109,325,10.5,0.000703,27.5,0,6.25,27.5,0,0,0,0,0,0,835,53.3,-14.3,835,53.3,9.54E-07,21.9,1,321,120,0.193,12,1,118,6,Layer 1 Up,15/01/2024
198,0,0,198,0,0,-0.939,0.0267,330,1.41,6.29E-08,158,-0.05,-25,158,0,0,-0.258,0.0176,328,2.9,4.74E-07,119,0,0,119,0,0,0,0,0,0,339,0.001,0.75,339,0,0,0.157,2.75E-19,330,0,-1.50E-06,12,1,2,6,Layer 1 Up,15/01/2024
198,0,0,198,0,0,-0.619,0.0207,330,1.26,-9.68E-07,158,-0.025,-6.25,158,0,0,-1.86,0.014,328,4.86,1.46E-07,119,0,6.25,119,0,0,0,0,0,0,339,-0.001,-0.25,339,0,0,0.247,2.75E-19,329,0,1.32E-06,12,1,0,6,Layer 1 Up,15/01/2024
198,-0.025,-6.25,198,0,0,-0.779,0.0184,330,2.02,0,158,-0.075,-31.3,158,0,0,-0.892,0.0246,328,3.6,-1.41E-06,119,-0.025,-6.25,119,0,0,0,0,0,0,339,-0.002,-0.75,339,0,0,-0.0363,2.75E-19,329,0,-1.63E-06,12,1,0,6,Layer 1 Up,15/01/2024
198,0,0,198,0,0,-0.778,0.0193,329,2.41,0,158,-0.05,-31.3,158,0,0,-1.53,0.0201,328,4.54,0,119,0.025,6.25,119,0,0,0,0,0,0,339,0.002,0.75,339,0,0,0.556,2.75E-19,329,0,1.08E-06,12,1,0,6,Layer 1 Up,15/01/2024
198,0,-18.8,198,0,0,-1.26,0.0194,329,1.52,3.14E-06,158,-0.05,-31.3,158,0,0,0.214,0.0199,328,1.96,-1.44E-07,119,0,6.25,119,0,0,0,0,0,0,339,0,0.25,339,0,0,0.285,2.75E-19,329,0,-8.48E-07,12,1,0,6,Layer 1 Up,15/01/2024
198,0,0,198,0,0,-1.9,0.0211,330,2.93,7.46E-07,158,-0.05,-31.3,158,0,0,0.0568,0.0165,328,1.96,-2.29E-07,119,0,0,119,0,0,0,0,0,0,339,0.00075,-0.0625,339,0,0,0.247,2.75E-19,329,0,2.68E-06,12,1,0,6,Layer 1 Up,15/01/2024
198,0.025,12.5,198,0,0,-0.779,0.0183,330,1.35,-3.66E-07,158,0,-6.25,158,0,0,-1.06,0.0164,328,3.6,0,119,0,0,119,0,0,0,0,0,0,339,0,0,339,0,0,0.363,2.75E-19,329,0,0,12,1,0,6,Layer 1 Up,15/01/2024
198,0,0,198,0,0,-1.9,0.0252,330,3.12,1.63E-06,158,-0.025,-18.8,158,0,0,-1.37,0.0252,328,4,-5.55E-07,119,0.025,6.25,119,0,0,0,0,0,0,339,0,0.5,339,0,0,0.273,2.75E-19,330,0,-7.08E-07,12,1,0,6,Layer 1 Up,15/01/2024
198,-0.025,-6.25,198,0,0,-0.46,0.0232,330,1.43,0,158,-0.025,-18.8,158,0,0,-0.898,0.0305,328,3.25,2.45E-07,119,-0.025,-12.5,119,0,0,0,0,0,0,339,-0.001,0,339,0,0,0.247,2.75E-19,330,0,-2.12E-06,12,1,0,6,Layer 1 Up,15/01/2024
198,-0.025,-12.5,198,0,0,-0.619,0.0211,330,2.54,-8.37E-07,158,-0.05,-25,158,0,0,-1.05,0.0138,328,4.62,-7.36E-08,119,-0.025,-12.5,119,0,0,0,0,0,0,339,0.002,0.75,339,0,0,0.157,2.75E-19,329,0,1.61E-06,12,1,0,6,Layer 1 Up,15/01/2024
198,0,0,198,0,0,-1.9,0.0385,330,2.48,1.19E-08,158,-0.05,-25,158,0,0,0.0613,0.0221,328,2.55,0,119,0.025,6.25,119,0,0,0,0,0,0,339,-0.001,-0.25,339,0,0,0.363,2.75E-19,330,0,1.18E-06,12,1,0,6,Layer 1 Up,15/01/2024
198,0,0,198,0,0,-1.42,0.0175,329,2.91,-2.55E-06,158,0.075,31.3,158,0,0,-0.42,0.0158,328,1.19,0,119,-0.025,-12.5,119,0,0,0,0,0,0,339,0,0.5,339,0,0,0.453,2.75E-19,329,0,-9.36E-07,12,1,2,6,Layer 1 Up,15/01/2024
198,-0.025,-18.8,198,0,0,-0.779,0.0161,329,2.25,0,158,0.075,25,158,0,0,0.0577,0.0224,328,0.287,0,119,-0.025,-12.5,119,0,0,0,0,0,0,339,0,0.25,339,0,0,0.26,2.75E-19,329,0,0,12,1,0,6,Layer 1 Up,15/01/2024
198,0,0,198,0,0,1.14,0.034,329,2.92,0,158,0.05,18.8,158,0,0,-1.53,0.0175,328,3.47,2.21E-07,119,0.025,6.25,119,0,0,0,0,0,0,339,0.00225,1.38,339,0,0,0.247,2.75E-19,329,0,-1.41E-06,12,1,0,6,Layer 1 Up,15/01/2024
198,0,0,198,0,0,-0.939,0.0252,329,1.65,-9.01E-07,158,0.075,31.3,158,0,0,0.381,0.0177,328,0.769,4.85E-07,119,0,-6.25,119,0,0,0,0,0,0,339,-0.001,0,339,0,0,0.363,2.75E-19,329,0,-9.13E-07,12,1,0,6,Layer 1 Up,15/01/2024
198,0,0,198,0,0,-0.779,0.0284,329,1.18,-4.34E-07,158,0.025,6.25,158,0,0,0.057,0.0262,328,1.08,8.20E-07,119,0,-6.25,119,0,0,0,0,0,0,339,0,0,339,0,0,0.26,2.75E-19,329,0,0,12,1,0,6,Layer 1 Up,15/01/2024
198,0.025,6.25,198,0,0,-1.42,0.0219,328,0.557,-2.15E-06,158,0,0,158,0,0,0.0598,0.0152,327,1.39,0,119,0,0,119,0,0,0,0,0,0,339,-0.001,-0.25,339,0,0,0.0666,2.75E-19,328,0,-9.93E-07,12,1,2,50,Prep,22/01/2024
198,0,0,198,0,0,-1.9,0.0206,329,1.92,0,158,0.025,12.5,158,0,0,-0.0998,0.0141,327,1.55,2.53E-06,119,0,0,119,0,0,0,0,0,0,339,0.00075,0.375,339,0,0,0.054,2.75E-19,328,0,7.29E-07,12,1,0,50,Prep,22/01/2024
198,0,0,198,0,0,-2.06,0.0237,329,1.81,1.60E-06,158,0.025,12.5,158,0,0,-0.899,0.0174,327,2.61,0,119,0,0,119,0,0,0,0,0,0,339,-0.00175,-0.625,339,0,0,0.157,2.75E-19,329,0,0,12,1,0,50,Prep,22/01/2024
198,0.025,6.25,198,0,0,-2.22,0.0225,329,1.87,-4.50E-06,158,0.025,12.5,158,0,0,0.0598,0.0167,327,1.24,4.80E-07,119,0,0,119,0,0,0,0,0,0,339,0,0,339,0,0,0.0791,2.75E-19,329,0,0,12,1,0,50,Prep,22/01/2024
198,-0.025,-6.25,198,0,0,0.499,0.026,329,1.79,1.75E-06,158,0,0,158,0,0,0.699,0.013,327,0.996,0,119,0,0,119,0,0,0,0,0,0,339,0,-0.25,339,0,0,0.247,2.75E-19,329,0,0,12,1,0,50,Prep,22/01/2024
198,0,0,198,0,0,-0.939,0.0298,329,0.899,1.72E-06,158,0,0,158,0,0,-0.0998,0.0165,328,1.31,3.02E-07,119,0,0,119,0,0,0,0,0,0,339,0,-0.438,339,0,0,0.26,2.75E-19,329,0,1.07E-06,12,1,0,50,Prep,22/01/2024
198,0,0,198,0,0,-1.26,0.0287,329,1.49,0,158,0,0,158,0,0,-1.54,0.0159,327,2.56,0,119,0,0,119,0,0,0,0,0,0,339,0,0,339,0,0,0.054,2.75E-19,329,0,8.29E-07,12,1,0,50,Prep,22/01/2024
198,0.025,6.25,198,0,0,1.3,0.0297,329,3.26,-2.37E-06,158,0,0,158,0,0,0.859,0.0154,327,0.799,7.71E-07,119,0,0,119,0,0,0,0,0,0,339,0,-0.438,339,0,0,-0.18,2.75E-19,329,0,8.59E-07,12,1,0,50,Prep,22/01/2024
198,0.025,6.25,198,0,0,-1.74,0.0192,329,1.02,-3.86E-06,158,0.025,12.5,158,0,0,-0.899,0.0176,327,2.06,0,119,0,0,119,0,0,0,0,0,0,339,0.001,0.5,339,0,0,0.26,2.75E-19,328,0,-1.95E-06,12,1,0,50,Prep,22/01/2024
198,0,-6.25,198,0,0,-1.9,0.0236,329,1.46,-4.08E-06,158,0,0,158,0,0,0.22,0.0158,327,1.47,2.15E-06,119,0,0,119,0,0,0,0,0,0,339,0,0,339,0,0,0.054,2.75E-19,329,0,1.30E-06,12,1,0,50,Prep,22/01/2024
198,0,-12.5,198,0,0,-1.26,0.0284,329,1.62,5.21E-06,158,0,-6.25,158,0,0,0.22,0.0147,328,1.47,5.15E-07,119,0,0,119,0,0,0,0,0,0,339,-0.00175,-0.625,339,0,0,0.363,2.75E-19,329,0,0,12,1,2,50,Prep,22/01/2024
198,0,0,198,0,0,-0.139,0.0197,329,1.08,1.66E-06,158,0.025,12.5,158,0,0,-0.26,0.0208,328,1.35,0,119,0,0,119,0,0,0,0,0,0,339,-0.00325,-0.812,339,0,0,0.247,2.75E-19,329,0,-3.00E-06,12,1,0,50,Prep,22/01/2024
198,0.025,6.25,198,0,0,-1.9,0.0212,329,1.57,0,158,0,-6.25,158,0,0,-0.26,0.0137,328,1.66,0,119,0,0,119,0,0,0,0,0,0,339,0,0.25,339,0,0,0.157,2.75E-19,329,0,-8.31E-07,12,1,0,50,Prep,22/01/2024
198,0,0,198,0,0,-2.7,0.0238,329,2.36,0,158,0.025,12.5,158,0,0,-1.06,0.0146,328,2.6,3.82E-07,119,0,0,119,0,0,0,0,0,0,339,0,0,339,0,0,0.247,2.75E-19,329,0,1.10E-06,12,1,0,50,Prep,22/01/2024
198,0,0,198,0,0,-0.14,0.0198,329,1.5,1.75E-06,158,0,0,158,0,0,-0.739,0.0157,328,1.84,0,119,0,0,119,0,0,0,0,0,0,339,0.002,1,339,0,0,0.26,2.75E-19,329,0,-1.06E-06,12,1,0,50,Prep,22/01/2024
198,0.025,0,198,0,0,-1.1,0.0282,329,1.32,-2.73E-06,158,0.025,6.25,158,0,0,-0.0997,0.0337,328,0.822,1.05E-06,119,0,0,119,0,0,0,0,0,0,339,0,-0.25,339,0,0,0.0665,2.75E-19,329,0,1.75E-06,12,1,0,50,Prep,22/01/2024
198,0,0,198,0,0,-1.26,0.0224,329,1.67,3.41E-06,158,0,0,158,0,0,2.46,0.0312,327,2.4,1.44E-06,119,0,0,119,0,0,0,0,0,0,339,0.001,0.25,339,0,0,0.157,2.75E-19,329,0,0,12,1,0,50,Prep,22/01/2024
198,0,0,198,0,0,-1.42,0.0199,329,0.923,-1.87E-06,158,0.025,12.5,158,0,0,-0.899,0.0195,328,2.53,8.36E-07,119,0,0,119,0,0,0,0,0,0,339,0,0.438,339,0,0,0.26,2.75E-19,329,0,0,12,1,0,50,Prep,22/01/2024
198,0,0,198,0,0,-0.619,0.0205,329,0.37,1.16E-06,158,0.025,6.25,158,0,0,-0.58,0.0341,328,1.32,-6.11E-07,119,0,0,119,0,0,0,0,0,0,339,-0.00175,-0.625,339,0,0,0.26,2.75E-19,329,0,0,12,1,0,50,Prep,22/01/2024
198,0,6.25,198,0,0,-2.22,0.0195,329,2.51,-3.33E-06,158,0.025,6.25,158,0,0,-0.26,0.015,328,1.31,-4.84E-07,119,0,0,119,0,0,0,0,0,0,339,0,0,339,0,0,0.35,2.75E-19,329,0,1.01E-06,12,1,0,50,Prep,22/01/2024
198,0,6.25,198,0,0,-1.26,0.0208,329,1.47,4.40E-06,158,0.025,12.5,158,0,0,-1.06,0.0283,328,2.68,3.66E-07,119,0,0,119,0,0,0,0,0,0,339,0.00075,0.188,339,0,0,0.35,2.75E-19,329,0,3.88E-06,12,1,0,50,Prep,22/01/2024
198,0,0,198,0,0,-0.619,0.0272,329,0.739,1.37E-06,158,0.075,25,158,0,0,-0.734,0.0181,328,1.71,1.42E-06,119,0,0,119,0,0,0,0,0,0,-486,0,0,-486,0,0,0.215,2.72E-19,329,0,1.66E-06,12,1,2,6,Prep,22/01/2024
198,0.025,0,198,0,0,-1.58,0.0213,329,1.44,-2.42E-06,158,-0.025,-18.8,158,0,0,0.694,0.0224,328,0.468,7.51E-07,119,0,0,119,0,0,0,0,0,0,-486,0.001,0,-486,0,0,-0.0273,2.72E-19,329,0,2.82E-06,12,1,0,6,Prep,22/01/2024
